Guajajara
iànà
upurumupytuhe
zanepytywà
apupyro
emeꞌe
purumupytyhe
xipytywà
urepytuhe
upytuhe
kutàri
hyàkwe
wamuzeꞌe
hehàpyhà
pezemuàgyꞌy
wapytywà
zazeruzeꞌe
pezeꞌe
imumeꞌe
pureruzeꞌe
hepytywà
àro
zazeꞌe
numunà
purumupytuhe
pemuꞌà
napemeꞌe
urupytywà
zanezeꞌe
nuzeꞌe
wanànà
ezeꞌe
erepureruzeꞌe
wàro
wanàanà
romo
uzuawyawy
puràro
napepytywà
epytywà
ameꞌe
omonoꞌo
emuhàpyhà
zuawy
ipytuhe
napepytuhe
umeꞌe
uwàpyty
pemonoꞌo
penehàpyhà
ezeruzeꞌe
nànà
pezeruzeꞌe
pezepytywà
purupytywà
uruzeꞌe
weruzeꞌe
kuryipytuhe
upureruzeꞌe
uzuawy
penànà
pezeàroàro
uzeꞌezeꞌe
azeꞌe
imuzeꞌe
umupytuhe
apytywà
zeiru
pitàitài
nazeꞌe
peàro
uzemonoꞌo
hepytuhe
uzemonoꞌonoꞌo
hàro
umunà
uzeruzeꞌe
urumaꞌer
pemumaꞌer
nepuhar
nemaꞌer
wemir
upuhar
umaꞌer
wamumaꞌer
amaꞌer
pepurupuhar
apuhar
nuzer
uremumaꞌer
pemaꞌer
wanemir
zanemaꞌer
ipurupuhar
nupurumumaꞌer
neremir
napepurupuhar
uzerekor
hemumaꞌer
naꞌimaꞌer
pent
apupuhar
urupuhar
hepuhar
napuhar
naheremir
imaꞌer
nupurupuhar
namaꞌer
napepuhar
heremir
ipuhar
urepuhar
naꞌipurupuhar
umumaꞌer
wàt
napemaꞌer
wapuhar
nahemir
uzepuhar
upurupuhar
emumaꞌer
zamaꞌer
pepuhar
nurumaꞌer
not
hepurupuhar
numaꞌer
kuryupuhar
uremaꞌer
nupuhar
wazer
purupuhar
epuhar
emaꞌer
penemir
zanepuhar
numumaꞌer
zanewet
nuwer
nemumaꞌer
nahepuhar
hemaꞌer
wamaꞌer
nerepuhar
uzar
nahepurupuhar
eremaꞌer
zezuzt
zanezer
erepuhar
ema
umuma
wamuma
erema
uruma
zama
nuruma
nupurumuma
emuma
napema
nemuma
hemuma
numa
pema
zanema
uremuma
pemuma
nama
ama
numuma
pemonoꞌ
zanemonoꞌ
kurypezem
zanezemonoꞌ
zazemonoꞌ
omonoꞌ
porom
pezemonoꞌ
uzemonoꞌ
wàpezemonoꞌ
apom
zanezem
uzeꞌegahy
uruikw
wakatu
nahemuzemumik
ipytun
naꞌarew
ywyp
naꞌiakatuwaw
hekatu
eikw
nahuhàg
wakw
kurypyhewete
peakatuwatuaw
iꞌi
nuruzemumik
erepureruzeꞌeg
weruzeꞌeg
napezemumik
ipurumuzemumik
namuikw
imemyr
naherewyrowyro
napeakatuwaw
heiheihem
uremaꞌe
kàwi
nehez
iakatuwaw
nupetepetek
uhyape
uhyuhyk
kwar
kuryiziꞌit
ezemuiroiro
henyeny
pekatu
ezemumik
xiroxiro
hewyrowyro
nahepurumuzemumik
oꞌok
wamumaꞌereko
nuikw
zazemumik
ukàwi
nezemumik
nazemumik
izemumik
hezemumik
iran
wànoànog
eremumeꞌu
hyàkwegatu
zemuete
inem
iro
nahewyrowyro
uzeꞌegatete
nerewyrowyro
urywahy
nazanerewyrowyro
haz
uzepupypupyk
aꞌekwar
pezemumik
rehe
nuzemumik
apureruzeꞌeg
pezeputupyk
muzewyzewyr
hemuixàg
hezemuiroiro
pemuzemumik
azemuiroiro
uhem
erezemumik
wamuikw
iziꞌit
umumaꞌe
nazazemumik
huwixàg
imumeꞌu
iàpyꞌàm
katete
uhapukaz
haku
iputar
zanemaꞌe
hemuzemumik
uzemuiroiro
wanewyro
kurykwar
huwy
tàtà
zanerewyrowyro
naꞌikatu
pemumeꞌu
nekatu
wikw
peakatuwaw
upureruzeꞌeg
umumeꞌu
pemaꞌenukwaw
peran
uꞌypykuz
imaꞌenukwaw
azemumik
uweraw
izymàner
ipuruzukaiw
ahy
imuikw
iaiw
azeharomoete
uzemumik
umeꞌegatu
napeikw
izemàn
aikw
wixe
wapetepetek
naꞌimaꞌe
pyhewete
naꞌarityk
peikw
uryw
wazemumik
ipyipyk
penewyrowyro
uruzemumik
naheakatuwaw
umuzemumik
pureruzeꞌeg
pezeamut
uzeamut
pepuramut
zazeamut
napepuru
pezamut
pemuzeamut
zapuru
erepuru
zanezeamut
wamumaꞌe
wàpemaꞌe
zanemumaꞌe
apumumaꞌe
nehepemaꞌe
naꞌimaꞌe
kurypemaꞌe
zanemaꞌe
uremaꞌe
nanemaꞌe
nahemaꞌe
nazanemaꞌe
napemaꞌe
pemumaꞌe
kurynemaꞌe
hepurumumaꞌe
uzemumaꞌe
reku
nazeru
peneru
ereru
napewa
numeku
nureru
hepurumuzeru
uruzeru
wazeru
zazeru
naꞌizeru
waneku
nereku
waneru
naꞌipureru
hemuzeru
heremiru
aru
uwa
naru
zanepureru
ameku
hepureru
neheperu
neheuzeru
kurypezeru
urepure
haimezua
nameku
izeru
nazanezeru
iwa
erezeru
naxiru
nuzeru
umeku
napue
wàzazeru
napezeru
uremuzeru
xiru
nerezeru
peru
nepureru
peneku
pepureru
pemuzeru
pezeru
numuzeru
wamuzeru
naheku
amuzeru
nezeru
imeku
erea
emuzeru
kuryuzeru
napemeku
urumeku
hezeru
zanemuzeru
hereru
eremuzeru
urezeru
ipureru
umuzeru
emeku
nuruzeru
nanepureru
zanezeru
pemeku
azeru
nazazeru
nereru
purumuzeru
nuweru
hereku
ipurumuzeru
naperu
nazanemuzeru
kuryzane
nanepur
wàpuz
kuryaz
nazanepur
uzeàpuz
nazaneru
naꞌipurumu
zaneru
kuryheru
naheru
zanezemu
napenu
zazemu
naneru
pemup
nazap
namup
napemup
zanemup
noup
wamup
ipurumup
apumup
pepurumup
hemup
amup
nazanemup
uremup
nemup
numup
naximup
nehepep
purumup
nanemup
eremup
ximup
emup
kuryumaꞌemu
ureremimu
naꞌipurumu
hawximu
kuryumu
hemaꞌemu
imumeꞌu
wanemimu
neheurumu
kuryamu
urepurumu
aꞌeurumu
kuryemu
ureamu
amaꞌemu
kurypemu
umaꞌemu
wamaꞌemu
zaneremimu
kuryurumu
kuryimaꞌemu
maꞌemu
nemaꞌemu
wàamu
aꞌeamu
imaꞌemu
penemimu
nepurua
hemia
zanezeamuta
epurua
pezeamuta
napeza
urea
urua
pepurua
zaneremia
zapurua
apua
hepurua
heremia
wemia
ipurua
nezea
pezamuta
pepuramuta
kuryurea
zanezea
upurua
pemuzeamuta
ureremia
pura
urepurua
nazanea
naxia
uzeamuta
napepurua
napua
purua
erepurua
zazeamuta
nahea
zanepurua
zanerexar
ipurexa
penexan
pexa
naexa
nazanerexar
erexar
nuexa
wexa
rihiw
nemuz
hexa
zanemuz
uzexaz
naner
apuexa
naꞌurer
aexa
urerexar
wenata
penekuza
nepia
neinu
nerenata
ureinu
iazu
ureꞌa
zaneraikwe
ipia
wainu
tenata
wekuza
heinu
pezeinuinu
zanerekuza
raikwe
herekuza
wanaikwe
neraikwe
wainuinu
hekuza
herenata
uzeinuinu
zanerenata
wamyte
renata
heraikwe
wanenata
pia
haikwe
iwy
penenata
zaneinu
henata
urerenata
peinu
urerekuza
uzeinu
myte
puruinu
peinuinu
waikwe
ureraikwe
huwaza
wanekuza
waꞌa
napepytywàg
upurumuzàmuzàg
apytywàg
umuzeꞌeg
wamonok
imonok
ameꞌeg
wek
wanànàg
eremonok
omog
zanezeꞌeg
uzemonoꞌonoꞌog
erepureruzeꞌeg
weruzeꞌeg
pemonoꞌog
zanezemuk
pezeruzeꞌeg
wemimonok
epytywàg
wemimuk
purumupytyheg
uzeꞌezeꞌeg
pezeꞌeg
napepytuheg
urupytywàg
azeꞌeg
zazemuk
wàrog
nànàg
amuk
wazeꞌeg
imuzeꞌeg
xig
wamumeꞌeg
urumuk
puràrog
pezepytywàtywàg
uzemonoꞌog
hemonok
nepurumuk
uruzemuk
ximonok
upyrog
pezemonok
nezemonok
nomonok
emonok
epureruzeꞌeg
nepyrog
uruzeꞌeg
urepytuheg
ipurumuk
umunàg
zeirug
upytywàg
hepurumuk
pepurumuk
nazanemuk
zanepytywàg
nahezeꞌeg
zanemuzemonok
xiàrog
romog
pemeꞌeg
izeꞌeg
nazazemuk
azeruzeꞌeg
azapok
ezeruzeꞌeg
zuawyawyg
amonok
nazeꞌeg
iànàg
emeꞌeg
neremimonok
ezeꞌeg
omonoꞌog
erezapok
pemuk
xipytywàg
ipytuheg
uzepyxak
nuzapok
erezemonok
iporomonok
uzewàpytyg
apupyrog
pemuꞌàg
hemuk
herehàpyhàg
ipytywàg
napek
hàrog
umupytuheg
pemonok
pezemuk
hyàkweg
nuzeꞌeg
uremuk
uzuawyg
imumeꞌeg
emuhàpyhàg
wamuk
ezapok
napemeꞌeg
nerehàpyhàg
uzekwaromog
wamuzeꞌeg
nuzemuk
pezepytywàg
zuawyg
ipurupytywàg
uwàpytyg
pitàitàig
zazemonok
pezeàroàrog
numunàg
uzeꞌeg
apumuk
nemuk
upureruzeꞌeg
emuk
zanemonok
hehàpyhàg
hemimuk
uzeruzeꞌeg
uzemonok
wapytywàg
uzapok
upurupytywàg
umeꞌeg
pepytywàg
zazeꞌeg
upytuheg
ezemuk
upurumupytuheg
àrog
numuk
kutàrig
penànàg
nepytuheg
imuxig
hepytuheg
pezemuàgyꞌyg
urepytywàg
pepytuheg
penehàpyhàg
heporomonok
naꞌik
hepytywàg
amuzeꞌeg
purumupytuheg
zemuk
kuryipytuheg
purupytywàg
nahemuk
azemuk
zanemuk
zazeruzeꞌeg
uzemuk
nanek
uzuawyawyg
omonok
purumuk
naximuk
namuk
zeꞌeg
naꞌurek
nurumeꞌeg
upurumuk
wanàanàg
peàrog
pureruzeꞌeg
peneme
naheme
teme
hereme
waneme
weme
nereme
zanereme
naꞌipurumury
nerury
pemury
tury
zanemury
nahury
numury
kuryherury
zanewezaneruwiha
penuwiha
hepurumury
wanuwiha
penury
nemury
uremury
uzeꞌegai
zazemury
umury
ipurumury
penemimu
hemury
urerury
hezemury
nepurumury
zute
imury
herury
nanemury
nuzeꞌegai
zanezemury
zanerury
urumury
eremury
maꞌezaneruwiha
kuryzaneruwiha
wanury
pezemury
nehezaneruwiha
nazanerury
ureruwiha
wamury
aꞌezaneruwiha
purumury
tuwiha
iranai
emury
nanerury
uzemury
hury
naherury
heruwiha
pezeꞌegai
napenury
namury
ipa
maꞌeai
zazeꞌ
nuzeꞌ
nehep
pezeꞌ
poromo
pezemonoꞌo
zanemonoꞌo
zazemo
uremo
apomo
zanezemo
wanemimo
omonoꞌo
wàpezemonoꞌo
penemimo
wazemo
zanezemonoꞌo
pemonoꞌo
zazemonoꞌo
uzemonoꞌo
nuzemo
uruzemo
kurypezemo
hemaꞌen
kurypemaꞌen
nanemaꞌen
zanemaꞌen
wamaꞌen
umaꞌen
kurynemaꞌen
pemaꞌen
naꞌimaꞌen
nehepemaꞌen
pemumaꞌen
aꞌeur
imuzep
napemaꞌen
wamumaꞌen
nemaꞌen
nazanemaꞌen
imaꞌen
uremaꞌen
ximuzep
wàpemaꞌen
apumumaꞌen
nahemaꞌen
uzemumaꞌen
ꞌymar
zanemumaꞌen
hepurumumaꞌen
pezeruzeꞌ
napepytuh
emeꞌ
zazeruzeꞌ
upureruzeꞌ
uzeruzeꞌ
nazeꞌ
ezeꞌ
ipytuh
purumupytuh
wamumeꞌ
nuzeꞌ
kuryipytuh
ezeruzeꞌ
pureruzeꞌ
umuzeꞌ
imuzeꞌ
amuzeꞌ
uzeꞌezeꞌ
epureruzeꞌ
hepytuh
ameꞌ
uruzeꞌ
napemeꞌ
upytuh
nahezeꞌ
nurumeꞌ
pepytuh
wamuzeꞌ
urepytuh
azeꞌ
umupytuh
pezeꞌ
pemeꞌ
umeꞌ
zazeꞌ
purumupytyh
nepytuh
zanezeꞌ
weruzeꞌ
hyàkw
imumeꞌ
upurumupytuh
azeruzeꞌ
heporomono
nuzapo
eremono
emono
neremimono
wemimono
uruzemu
hemono
zanemuzemono
uzapo
nezemono
uzepyxa
zanezemu
zazemu
ezapo
azapo
nazazemu
zazemono
erezapo
zanemono
erezemono
wamumaꞌere
neremire
napei
umumaꞌere
kuryte
wapuhare
herere
heremire
penere
note
wanere
apupuhare
zezuzte
numumaꞌere
nahemire
apuhare
zanewete
nuzere
erei
pemaꞌere
romopei
naheremire
pepurupuhare
kurypei
uzere
are
wazere
nurumaꞌere
imuzai
nerere
hemaꞌere
aꞌeai
nazai
naꞌimaꞌere
nepuhare
erepuhare
uzepuhare
pente
hemire
nerei
ite
pere
were
izeai
epuhare
nai
penemire
pemumaꞌere
kuryupuhare
uremaꞌere
napuhare
upurupuhare
wamaꞌere
urupuhare
naꞌipurupuhare
xiri
zanezere
napemaꞌere
nupurumumaꞌere
nare
nupurupuhare
wemire
zanepuhare
emumaꞌere
amaꞌere
zai
nerepuhare
nemaꞌere
izai
napepuhare
zeri
kuryerei
uzerekore
purupuhare
teko
umaꞌere
uzare
zanerere
zere
namaꞌere
zamaꞌere
numaꞌere
nuwere
urepuhare
hepurupuhare
napepurupuhare
nahepuhare
uremumaꞌere
nupuhare
nurui
nemumaꞌere
wàte
erere
nahepurupuhare
ipuhare
upuhare
eremaꞌere
wanemire
zanemaꞌere
hemumaꞌere
pepuhare
emaꞌere
hepuhare
imaꞌere
ipurupuhare
urumaꞌere
napere
huwaz
wanenat
hekuz
ureꞌ
penekuz
zanerenat
urerenat
henat
urerekuz
renat
herenat
wanekuz
wenat
wekuz
zanerekuz
tenat
nerenat
penenat
herekuz
wàzauxiap
ureret
ret
neret
wet
nahet
zauxiap
kuryzauxiap
tet
penet
heret
zaneret
wanet
urerexare
zanepure
nanere
imemyr
hexae
nemuze
nazanerexare
ureremixami
zanerexare
nae
urepure
naexae
zanemuze
apue
wexae
pexae
rihiwe
uzexaze
aexae
urue
wanemixami
penexane
naꞌurere
penemixami
naꞌipure
nurue
wemixami
erexare
ipurexae
nuexae
hemixami
wanexane
apuexae
numur
naherur
zanezemur
uremur
uzemur
zanerur
naꞌipurumur
urerur
pemur
wanur
kuryherur
herur
nanemur
penur
nepurumur
nahur
purumur
hepurumur
zazemur
nanerur
umur
zanemur
emur
imur
urumur
napenur
namur
ipurumur
nemur
nerur
tur
eremur
wamur
pezemur
nazanerur
hur
hezemur
hemur
pezemuꞌe
kuryhemi
kurywemi
apuru
aꞌehemi
erepuru
nurupuru
kuryupuru
heporo
iporo
noheporo
kuryhemi
napo
naheporo
peporo
naꞌiporo
neporo
ureremiam
heremiam
zanezeam
ipuruam
uruam
pepuramutam
zaneam
naxiam
uzeamutam
upuruam
xiam
pepuruam
pezeam
uream
erepuruam
pezeamutam
peam
zazeamutam
naheam
apuam
zaneremim
kuryuream
ezam
puruam
pemuzeamutam
nepuruam
erezeam
nezeam
uzeam
urepuruam
nazaneam
napuam
hemiam
napezam
puram
wemiam
pezam
nuzam
hepuruam
napepuruam
pezamutam
azam
zaneremiam
zanepuruam
zapuruam
zanezeamutam
neam
erezam
iam
epuruam
heam
uzam
nazam
pepyro
ipureruzeꞌe
nezeꞌe
izeꞌe
uzeruzeꞌe
zemonoꞌo
uhya
taꞌyra
imonoꞌo
maꞌemuxi
tuwixà
hekà
wazeꞌe
iꞌà
ꞌypeno
azea
heruzeꞌe
upurà
myromyro
waneruzeꞌe
pezeꞌe
naxia
pureruzeꞌe
ànoàno
pemukà
àno
pàriro
wapurà
zanezeꞌe
urezea
pezemonoꞌo
ukà
pepurà
hepurà
ipàriro
ipurà
urezeꞌe
omonoꞌo
zanezeꞌezeꞌe
wapureruzeꞌe
erea
pekà
nuzea
nekà
iànoàno
ea
àmànàno
zazea
meꞌe
upureruzeꞌe
uruzea
hezeꞌe
urekà
penopeno
wakà
upurumuzà
wazemonoꞌo
uzemonoꞌo
monoꞌo
urezemonoꞌo
umemyra
purumuzemonoꞌo
nepurà
maꞌemeꞌe
erezemu
uruzemu
napezemu
zazemu
nazazemu
peàmàt
pezeàmàt
uzeàmàtyryꞌ
erezàmàt
iàmàt
napeàmàt
hemiàmàt
nupuràmàt
wàmàt
nuzeàmàt
napuràmàt
neremiàmàt
zaneàmàt
pemuzeàmàt
nazàmàt
xiàmàt
naxiàmàt
puràmàt
pepuràmàt
nuruzeàmàt
nazaneàmàt
ipuràmàt
zeàmàt
uzàmàt
naꞌureàmàt
zazeàmàt
heàmàt
nazapuràmàt
upuràmàt
umuzeàmàt
wazeàmàt
ezàmàt
uzeàmàt
naꞌurepuràmàt
pezàmàt
wamuzeàmàt
azàmàt
nuzàmàt
ureàmàt
waneku
weku
urereku
zanereku
hereku
peneku
kuryzauxia
wàzauxia
zauxia
penemip
wemip
hemip
hepurup
nehexip
nahepurup
zaneremip
heremip
ureremip
watym
emer
naximum
kaw
purumuzahazahak
nuzuh
pezemonoꞌog
taꞌyrag
purumum
ren
penemipurar
mynyk
neꞌ
uzekwar
heruwak
neag
pemugwer
kuryꞌ
neremum
uzemonoꞌog
uzemugakw
hepurukw
zepeꞌ
upuràg
hagap
pepurumum
zaneremigw
wemiaik
naxiag
kurypekw
hemigw
pekaw
wapyhyk
ukuꞌ
nanekw
emum
wahyh
heapyk
kurynemaꞌenukw
eremum
pàrirog
erekw
azuh
iahyk
uzezaikaik
waàmàtyryꞌym
hewàpytym
imuhyk
wamumaꞌenukw
zanemaꞌenukw
hemaꞌenukw
wazemonoꞌog
hepurumumaꞌenukw
kuryurupyterah
hemipurar
hag
penemuꞌem
ikwer
pepuràg
uremaꞌenukw
ikàg
uzeꞌeg
zanekw
uzemim
hepurumugwer
hetun
pemuzahazahak
nerup
ꞌym
imonohok
hehem
umaꞌenukw
maꞌerexak
meri
nekàg
nerezuh
pepokok
hepurupurar
hekwer
ipàrirog
maꞌetym
kuryaiꞌ
upupyaik
hexak
wapuràg
iwàpytymawok
tym
ikàzym
apurar
zeꞌeg
maꞌemeꞌeg
iaik
zanekwer
wazàn
ihem
henuhem
ipytun
pepyrog
imuꞌ
kurypemaꞌenukw
tup
wapureruzeꞌeg
iwàiwàn
nupurumugwer
urepurukw
hexaexak
wakw
hah
apyterah
nupurar
nereim
maꞌekw
uꞌyah
wanemuꞌem
uzepyk
hetym
wàmàtyryꞌym
urezeꞌeg
imupihun
epurar
urupurar
pezeag
kuryupyterah
ipin
pekàg
upurumuzàg
ragap
iꞌok
iapyk
ukàg
penopenog
zanehem
xikw
pupyaik
ipyterah
nezeꞌeg
wàpemaꞌenukw
apumumaꞌenukw
iàmàtyryꞌym
namum
petek
ꞌymarukw
izeꞌeg
uzeag
kuryurumum
wexak
nurukw
omonoꞌog
erekwer
pemugakw
upyhyk
napepurar
purumugwer
heim
wanemigw
imugw
napekw
netyryk
huwahyp
nekw
ipurar
kuryumum
heremigw
ezaik
uhem
urezeag
napurar
ukwer
kwertuwih
neremigw
peag
upytuhem
weim
xiag
uzemumaꞌenukw
ipurupurar
apukw
hakook
uzaikaik
kuryiahyk
wag
nupi
upureruzeꞌeg
pokok
pemukàg
imuapyk
hezun
zaneremipurar
pezemumamum
aꞌeurukw
nerag
zanetyryk
ximuzepukw
erezuh
apyk
zanemumaꞌenukw
heruwih
akwar
aminan
uput
herexak
numum
nehem
imunyk
penekytyꞌym
napemum
ten
nehexipurar
pureruzeꞌeg
ezuh
wemuꞌem
amugwer
nanemaꞌenukw
imuzepukw
ànoànog
uzepyhyk
zanezeꞌeg
nepuràg
ipurukw
ipureruzeꞌeg
numugwer
hekàg
pezeꞌeg
ukaw
temuꞌem
maꞌemuxig
wàpuzn
tuwixàg
uzaik
monoꞌog
wazeꞌeg
iaikaik
rup
ànog
huken
ezeag
iꞌap
imonoꞌog
aker
ytyzuzàm
eag
kurytuwih
pekwer
uruꞌyah
uzemum
imaꞌenukw
iànàm
apit
iànoànog
wakaw
uzekw
ereag
uruzeag
maraꞌ
nerekw
azaikaik
nuzeag
ikupep
hemuꞌem
imupiripirik
naꞌipurukw
tezt
iꞌàg
azeag
penuwih
izoꞌok
haꞌ
uwerawer
kuꞌ
wanagap
wamugwer
nazakwer
ahyk
ureremigw
hepuràg
pytun
waxaax
nukwer
puràmàtyryꞌym
hepurumum
naxipurar
uzàn
uzeàmim
pepurukw
hezepyk
imunàn
napukw
uken
urukw
wahem
waneruzeꞌeg
ipetepetek
opokok
hereim
ipupyaik
ipuràg
pemumaꞌenukw
iwàpytym
purumuzemonoꞌog
heruzeꞌeg
xipurar
nemaꞌenukw
uruah
iꞌàm
hyàkwen
wanexak
zazeag
wakàg
pemaꞌenukw
izepyk
heremiaikaik
herag
nakwar
ikwar
umugwer
imim
peꞌytap
wanexanexak
aiꞌ
napemaꞌenukw
hemimugwer
zeàmàtyryꞌym
waneim
nakw
peꞌyt
imugwer
zaneremuꞌem
àmànànog
wamaꞌenukw
iwer
zakwer
nahemaꞌenukw
zepyk
nehepemaꞌenukw
naxikw
wemipurar
imuag
pezemuzaꞌazaꞌak
ipytuhem
erezeag
iakatuw
pyhyk
erezekw
ipurah
huwàpytym
hemuzahazahak
azekw
nezepyk
nahepurukw
akwer
kyh
pekwar
penag
utyryk
ukwar
uremum
hewàpytymawok
urupyterah
zemonoꞌog
pehem
izewàn
heremipurar
uwer
zanezeꞌezeꞌeg
zanemuzahazahak
pepurar
zanemugwer
zanereim
kamik
ureruwih
ipyhyk
watyryk
hemugwer
kurywah
umaꞌekw
nikur
purupetek
wapixip
ukaꞌakaꞌ
ꞌypenog
wemigw
yryk
urumum
hetyryk
pezemim
urezemonoꞌog
pezeàmàtyryꞌym
umukyzyk
wazeàmàtyryꞌym
ureremipurar
iwàn
nazanemaꞌenukw
nahekw
uzeruzeꞌeg
wazemim
mih
naꞌimaꞌenukw
eremugwer
erekanakan
kwàkuꞌ
uhyag
wakwer
urekàg
meꞌeg
urepetepetek
ipynyk
itym
myromyrog
ipyk
upyterah
upurar
ureakatuw
amum
umemyrag
urehem
zemunehep
ximum
penemigw
tywyp
nazanemum
peneim
heityk
nahepurupurar
hezeꞌeg
nerezekw
nazuh
erepurar
petyryk
kurywem
ipurumupy
hemupy
napemupy
zapy
nurupy
umupy
kuryupy
nazapy
eremupy
namupy
nazanemupy
napepy
naximupy
apumupy
zanemupy
amupy
emupy
numupy
